Year,Zip_Code,county,Age_Group,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V
2021,94043,Santa Clara,All Ages,17,5.3
2021,94044,San Mateo,All Ages,48,14.3
2021,94061,San Mateo,All Ages,42,11.8
2021,94063,San Mateo,All Ages,95,27.7
2021,94066,San Mateo,All Ages,61,14.8
2021,94070,San Mateo,All Ages,20,6.6
2021,94080,San Mateo,All Ages,117,19.6
2021,94085,Santa Clara,All Ages,14,5.7
2021,94086,Santa Clara,All Ages,46,9.5
2021,94087,Santa Clara,All Ages,30,5.1
2021,94089,Santa Clara,All Ages,24,11.6
2021,94102,San Francisco,All Ages,126,36.3
2021,94103,San Francisco,All Ages,67,16.6
2021,94105,San Francisco,All Ages,25,22
2021,94107,San Francisco,All Ages,62,23.3
2021,94108,San Francisco,All Ages,13,10.7
2021,94109,San Francisco,All Ages,96,19.3
2021,94110,San Francisco,All Ages,139,23
2021,94112,San Francisco,All Ages,144,19.5
2021,94114,San Francisco,All Ages,21,7.6
2021,94115,San Francisco,All Ages,68,26.8
2021,94116,San Francisco,All Ages,33,10.1
2021,94117,San Francisco,All Ages,47,14.8
2021,94118,San Francisco,All Ages,23,6.8
2021,94121,San Francisco,All Ages,34,9.2
2021,94122,San Francisco,All Ages,48,10.8
2021,94124,San Francisco,All Ages,198,49.7
2021,94127,San Francisco,All Ages,17,11.3
2021,94131,San Francisco,All Ages,17,7.9
2021,94132,San Francisco,All Ages,29,13.7
2021,94133,San Francisco,All Ages,38,17.2
2021,94134,San Francisco,All Ages,95,25
2021,94158,San Francisco,All Ages,21,30.1
2021,94303,Santa Clara,All Ages,108,23.4
2021,94306,Santa Clara,All Ages,22,7.4
2021,94401,San Mateo,All Ages,60,17.4
2021,94402,San Mateo,All Ages,24,9.8
2021,94403,San Mateo,All Ages,52,13.1
2021,94404,San Mateo,All Ages,26,8.2
2021,94501,Alameda,All Ages,111,18
2021,94502,Alameda,All Ages,12,9.2
2021,94503,Napa,All Ages,44,18.5
2021,94505,Contra Costa,All Ages,23,16.9
2021,94506,Contra Costa,All Ages,13,5.5
2021,94509,Contra Costa,All Ages,365,56.4
2021,94510,Solano,All Ages,49,18.8
2021,94511,Contra Costa,All Ages,15,91.7
2021,94513,Contra Costa,All Ages,142,20.9
2021,94518,Contra Costa,All Ages,55,21.6
2021,94519,Contra Costa,All Ages,43,25.7
2021,94520,Contra Costa,All Ages,114,28.4
2021,94521,Contra Costa,All Ages,92,21
2021,94523,Contra Costa,All Ages,39,11.7
2021,94526,Contra Costa,All Ages,20,6.6
2021,94530,Contra Costa,All Ages,30,14
2021,94531,Contra Costa,All Ages,198,44.9
2021,94533,Solano,All Ages,402,54.2
2021,94534,Solano,All Ages,76,19.3
2021,94536,Alameda,All Ages,100,13.9
2021,94538,Alameda,All Ages,132,20.2
2021,94539,Alameda,All Ages,35,7.7
2021,94541,Alameda,All Ages,193,28.9
2021,94542,Alameda,All Ages,19,13.3
2021,94544,Alameda,All Ages,198,25
2021,94545,Alameda,All Ages,89,28.6
2021,94546,Alameda,All Ages,76,19.1
2021,94547,Contra Costa,All Ages,37,14.7
2021,94549,Contra Costa,All Ages,26,12
2021,94550,Alameda,All Ages,77,14.6
2021,94551,Alameda,All Ages,66,16
2021,94552,Alameda,All Ages,16,12
2021,94553,Contra Costa,All Ages,84,18
2021,94555,Alameda,All Ages,40,10.6
2021,94558,Napa,All Ages,100,16.2
2021,94559,Napa,All Ages,39,13.9
2021,94560,Alameda,All Ages,88,18.7
2021,94561,Contra Costa,All Ages,133,31.9
2021,94563,Contra Costa,All Ages,18,13.7
2021,94564,Contra Costa,All Ages,44,26
2021,94565,Contra Costa,All Ages,411,45.1
2021,94566,Alameda,All Ages,59,12.9
2021,94568,Alameda,All Ages,74,11.6
2021,94571,Solano,All Ages,19,30.9
2021,94572,Contra Costa,All Ages,18,22.8
2021,94577,Alameda,All Ages,135,27.9
2021,94578,Alameda,All Ages,123,30.8
2021,94579,Alameda,All Ages,38,19.2
2021,94580,Alameda,All Ages,74,25.6
2021,94582,Contra Costa,All Ages,38,9.4
2021,94583,Contra Costa,All Ages,36,11.4
2021,94585,Solano,All Ages,139,48.9
2021,94587,Alameda,All Ages,122,17.2
2021,94588,Alameda,All Ages,31,10.7
2021,94589,Solano,All Ages,168,55.6
2021,94590,Solano,All Ages,219,62.2
2021,94591,Solano,All Ages,216,41.7
2021,94595,Contra Costa,All Ages,15,12.5
2021,94596,Contra Costa,All Ages,20,9.9
2021,94597,Contra Costa,All Ages,35,16
2021,94598,Contra Costa,All Ages,23,10.1
2021,94601,Alameda,All Ages,227,42.1
2021,94602,Alameda,All Ages,92,30
2021,94603,Alameda,All Ages,219,68.2
2021,94605,Alameda,All Ages,255,63.5
2021,94606,Alameda,All Ages,144,39.2
2021,94607,Alameda,All Ages,152,54.2
2021,94608,Alameda,All Ages,103,34.6
2021,94609,Alameda,All Ages,87,39.7
2021,94610,Alameda,All Ages,55,18.2
2021,94611,Alameda,All Ages,44,12.4
2021,94612,Alameda,All Ages,72,39.5
2021,94619,Alameda,All Ages,92,39.3
2021,94621,Alameda,All Ages,216,66.5
2021,94702,Alameda,All Ages,36,26.9
2021,94703,Alameda,All Ages,38,17.3
2021,94704,Alameda,All Ages,22,17
2021,94706,Alameda,All Ages,20,10
2021,94710,Alameda,All Ages,22,25
2021,94801,Contra Costa,All Ages,206,63.9
2021,94803,Contra Costa,All Ages,65,27.2
2021,94804,Contra Costa,All Ages,216,52.6
2021,94805,Contra Costa,All Ages,44,29.6
2021,94806,Contra Costa,All Ages,241,39.7
2021,94901,Marin,All Ages,67,17
2021,94903,Marin,All Ages,30,12
2021,94925,Marin,All Ages,12,12.3
2021,94928,Sonoma,All Ages,70,17
2021,94931,Sonoma,All Ages,12,15.1
2021,94941,Marin,All Ages,24,8.3
2021,94945,Marin,All Ages,23,15.2
2021,94947,Marin,All Ages,40,16.2
2021,94949,Marin,All Ages,29,18
2021,94952,Sonoma,All Ages,38,13.5
2021,94954,Sonoma,All Ages,49,13.3
2021,94965,Marin,All Ages,27,33.3
2021,95003,Santa Cruz,All Ages,20,10.3
2021,95008,Santa Clara,All Ages,60,13.1
2021,95012,Monterey,All Ages,20,19
2021,95014,Santa Clara,All Ages,18,3.4
2021,95019,Santa Cruz,All Ages,25,34
2021,95020,Santa Clara,All Ages,165,25.7
2021,95023,San Benito,All Ages,130,24.2
2021,95032,Santa Clara,All Ages,22,9.2
2021,95035,Santa Clara,All Ages,80,10.2
2021,95037,Santa Clara,All Ages,95,19.7
2021,95045,San Benito,All Ages,13,28.6
2021,95050,Santa Clara,All Ages,44,11.5
2021,95051,Santa Clara,All Ages,54,8.8
2021,95054,Santa Clara,All Ages,20,8.9
2021,95060,Santa Cruz,All Ages,37,9
2021,95062,Santa Cruz,All Ages,37,11.7
2021,95070,Santa Clara,All Ages,13,4.7
2021,95076,Santa Cruz,All Ages,261,30.1
2021,95110,Santa Clara,All Ages,45,19.6
2021,95111,Santa Clara,All Ages,136,22.7
2021,95112,Santa Clara,All Ages,133,23.4
2021,95113,Santa Clara,All Ages,20,88.9
2021,95116,Santa Clara,All Ages,149,29.2
2021,95117,Santa Clara,All Ages,59,19
2021,95118,Santa Clara,All Ages,32,9.4
2021,95119,Santa Clara,All Ages,15,10.5
2021,95120,Santa Clara,All Ages,31,10.1
2021,95121,Santa Clara,All Ages,64,17.3
2021,95122,Santa Clara,All Ages,150,25.7
2021,95123,Santa Clara,All Ages,105,16
2021,95124,Santa Clara,All Ages,75,15.9
2021,95125,Santa Clara,All Ages,73,13.7
2021,95126,Santa Clara,All Ages,60,17.8
2021,95127,Santa Clara,All Ages,152,24.7
2021,95128,Santa Clara,All Ages,68,18.6
2021,95129,Santa Clara,All Ages,19,5.5
2021,95130,Santa Clara,All Ages,15,11
2021,95131,Santa Clara,All Ages,30,10
2021,95132,Santa Clara,All Ages,30,7.6
2021,95133,Santa Clara,All Ages,47,15
2021,95134,Santa Clara,All Ages,19,7
2021,95135,Santa Clara,All Ages,15,6.8
2021,95136,Santa Clara,All Ages,67,15.4
2021,95138,Santa Clara,All Ages,33,16.5
2021,95148,Santa Clara,All Ages,66,14.6
2021,95202,San Joaquin,All Ages,91,143.3
2021,95203,San Joaquin,All Ages,126,73
2021,95204,San Joaquin,All Ages,125,45.4
2021,95205,San Joaquin,All Ages,217,50.2
2021,95206,San Joaquin,All Ages,309,45.1
2021,95207,San Joaquin,All Ages,292,57.2
2021,95209,San Joaquin,All Ages,149,35.6
2021,95210,San Joaquin,All Ages,172,41.8
2021,95212,San Joaquin,All Ages,77,26.5
2021,95215,San Joaquin,All Ages,55,22.2
2021,95219,San Joaquin,All Ages,82,29.6
2021,95220,San Joaquin,All Ages,19,28.2
2021,95222,Calaveras,All Ages,12,25.3
2021,95231,San Joaquin,All Ages,16,31.3
2021,95240,San Joaquin,All Ages,160,32.9
2021,95242,San Joaquin,All Ages,50,18.7
2021,95249,Calaveras,All Ages,24,91.5
2021,95252,Calaveras,All Ages,42,34.7
2021,95258,San Joaquin,All Ages,12,32.6
2021,95301,Merced,All Ages,116,27.5
2021,95304,San Joaquin,All Ages,25,13.1
2021,95307,Stanislaus,All Ages,136,28.7
2021,95315,Merced,All Ages,41,28.1
2021,95316,Stanislaus,All Ages,14,20.6
2021,95320,San Joaquin,All Ages,33,26.4
2021,95322,Merced,All Ages,39,41.1
2021,95326,Stanislaus,All Ages,19,18.6
2021,95328,Stanislaus,All Ages,16,30.8
2021,95330,San Joaquin,All Ages,97,37.6
2021,95334,Merced,All Ages,62,36.2
2021,95336,San Joaquin,All Ages,152,33.1
2021,95337,San Joaquin,All Ages,135,29.8
2021,95338,Mariposa,All Ages,22,25.1
2021,95340,Merced,All Ages,162,47.4
2021,95341,Merced,All Ages,159,42.6
2021,95348,Merced,All Ages,163,43.5
2021,95350,Stanislaus,All Ages,195,40.7
2021,95351,Stanislaus,All Ages,247,51.8
2021,95354,Stanislaus,All Ages,117,46.7
2021,95355,Stanislaus,All Ages,172,28.9
2021,95356,Stanislaus,All Ages,79,25
2021,95357,Stanislaus,All Ages,35,24.9
2021,95358,Stanislaus,All Ages,118,35.2
2021,95360,Stanislaus,All Ages,22,17.2
2021,95361,Stanislaus,All Ages,146,44.7
2021,95363,Stanislaus,All Ages,63,22.1
2021,95365,Merced,All Ages,26,114.2
2021,95366,San Joaquin,All Ages,26,15.9
2021,95367,Stanislaus,All Ages,72,28.3
2021,95368,Stanislaus,All Ages,50,32.5
2021,95370,Tuolumne,All Ages,61,28.8
2021,95376,San Joaquin,All Ages,153,27.6
2021,95377,San Joaquin,All Ages,70,20.9
2021,95380,Stanislaus,All Ages,129,29.1
2021,95382,Stanislaus,All Ages,66,16.9
2021,95386,Stanislaus,All Ages,37,34.8
2021,95388,Merced,All Ages,24,14.5
2021,95391,San Joaquin,All Ages,38,17
2021,95401,Sonoma,All Ages,46,12.6
2021,95403,Sonoma,All Ages,85,19.5
2021,95404,Sonoma,All Ages,46,12.2
2021,95405,Sonoma,All Ages,30,12.3
2021,95407,Sonoma,All Ages,78,18.9
2021,95409,Sonoma,All Ages,35,14.1
2021,95422,Lake,All Ages,121,80.6
2021,95423,Lake,All Ages,16,70
2021,95425,Sonoma,All Ages,19,18.8
2021,95437,Mendocino,All Ages,32,24.3
2021,95448,Sonoma,All Ages,25,17.7
2021,95451,Lake,All Ages,24,24
2021,95453,Lake,All Ages,31,32.9
2021,95467,Lake,All Ages,12,28.4
2021,95472,Sonoma,All Ages,16,5
2021,95476,Sonoma,All Ages,29,9.9
2021,95482,Mendocino,All Ages,130,45.2
2021,95490,Mendocino,All Ages,49,41.3
2021,95492,Sonoma,All Ages,45,17.3
2021,95501,Humboldt,All Ages,71,31.2
2021,95503,Humboldt,All Ages,63,31.9
2021,95519,Humboldt,All Ages,24,12.9
2021,95521,Humboldt,All Ages,49,22.4
2021,95531,Del Norte,All Ages,88,39.8
2021,95540,Humboldt,All Ages,38,29.3
2021,95542,Humboldt,All Ages,12,48.9
2021,95560,Humboldt,All Ages,16,91.9
2021,95602,Placer,All Ages,40,30.2
2021,95603,Placer,All Ages,70,26.5
2021,95605,Yolo,All Ages,44,31.2
2021,95608,Sacramento,All Ages,215,35.3
2021,95610,Sacramento,All Ages,149,32.3
2021,95616,Yolo,All Ages,51,11.6
2021,95618,Yolo,All Ages,31,12.7
2021,95619,El Dorado,All Ages,20,61.9
2021,95620,Solano,All Ages,75,33.5
2021,95621,Sacramento,All Ages,141,36.3
2021,95624,Sacramento,All Ages,118,17.9
2021,95627,Yolo,All Ages,12,29.7
2021,95628,Sacramento,All Ages,64,15.7
2021,95630,Sacramento,All Ages,102,13.3
2021,95632,Sacramento,All Ages,66,20.9
2021,95640,Amador,All Ages,29,29.3
2021,95642,Amador,All Ages,25,50.3
2021,95648,Placer,All Ages,94,18.9
2021,95650,Placer,All Ages,31,27.2
2021,95658,Placer,All Ages,12,23.5
2021,95660,Sacramento,All Ages,158,49.3
2021,95661,Placer,All Ages,61,20.1
2021,95662,Sacramento,All Ages,61,19.7
2021,95666,Amador,All Ages,15,44.4
2021,95667,El Dorado,All Ages,74,25.5
2021,95670,Sacramento,All Ages,191,35.4
2021,95673,Sacramento,All Ages,42,24.1
2021,95677,Placer,All Ages,47,19.3
2021,95678,Placer,All Ages,109,25.2
2021,95682,El Dorado,All Ages,68,26.4
2021,95683,Sacramento,All Ages,19,45.7
2021,95685,Amador,All Ages,13,40.6
2021,95687,Solano,All Ages,208,31
2021,95688,Solano,All Ages,125,36.2
2021,95691,Yolo,All Ages,109,28.6
2021,95694,Yolo,All Ages,19,21.2
2021,95695,Yolo,All Ages,95,24.7
2021,95709,El Dorado,All Ages,13,38.8
2021,95713,Placer,All Ages,18,23.2
2021,95726,El Dorado,All Ages,19,22.3
2021,95742,Sacramento,All Ages,30,21.1
2021,95746,Placer,All Ages,24,15.7
2021,95747,Placer,All Ages,135,18.5
2021,95757,Sacramento,All Ages,89,17.5
2021,95758,Sacramento,All Ages,125,19.6
2021,95762,El Dorado,All Ages,61,13.9
2021,95765,Placer,All Ages,52,13
2021,95776,Yolo,All Ages,59,21.6
2021,95811,Sacramento,All Ages,29,32.5
2021,95814,Sacramento,All Ages,30,39.2
2021,95815,Sacramento,All Ages,192,76
2021,95816,Sacramento,All Ages,30,15.7
2021,95817,Sacramento,All Ages,63,46.8
2021,95818,Sacramento,All Ages,58,28.2
2021,95819,Sacramento,All Ages,19,10.2
2021,95820,Sacramento,All Ages,170,43.2
2021,95821,Sacramento,All Ages,175,53.9
2021,95822,Sacramento,All Ages,154,36.4
2021,95823,Sacramento,All Ages,441,55.6
2021,95824,Sacramento,All Ages,203,64.9
2021,95825,Sacramento,All Ages,144,48
2021,95826,Sacramento,All Ages,122,34.1
2021,95827,Sacramento,All Ages,60,28.4
2021,95828,Sacramento,All Ages,229,37.8
2021,95829,Sacramento,All Ages,54,18.1
2021,95831,Sacramento,All Ages,85,23.3
2021,95832,Sacramento,All Ages,40,33.3
2021,95833,Sacramento,All Ages,164,38.7
2021,95834,Sacramento,All Ages,100,27.6
2021,95835,Sacramento,All Ages,82,21
2021,95838,Sacramento,All Ages,252,59
2021,95841,Sacramento,All Ages,116,58.3
2021,95842,Sacramento,All Ages,153,44.7
2021,95843,Sacramento,All Ages,139,29.3
2021,95864,Sacramento,All Ages,60,30.6
2021,95901,Yuba,All Ages,115,34.7
2021,95912,Colusa,All Ages,14,28.1
2021,95926,Butte,All Ages,107,30.1
2021,95928,Butte,All Ages,79,22
2021,95932,Colusa,All Ages,12,15.9
2021,95945,Nevada,All Ages,70,35.2
2021,95948,Butte,All Ages,47,44.4
2021,95949,Nevada,All Ages,39,28.1
2021,95953,Sutter,All Ages,29,25.6
2021,95954,Butte,All Ages,16,21.1
2021,95959,Nevada,All Ages,17,11.5
2021,95961,Yuba,All Ages,99,31.9
2021,95963,Glenn,All Ages,40,25.8
2021,95965,Butte,All Ages,43,23.5
2021,95966,Butte,All Ages,50,19.9
2021,95971,Plumas,All Ages,16,32.5
2021,95973,Butte,All Ages,71,20.6
2021,95987,Colusa,All Ages,26,37.3
2021,95988,Glenn,All Ages,29,33.5
2021,95991,Sutter,All Ages,108,25.8
2021,95993,Sutter,All Ages,60,17.5
2021,96001,Shasta,All Ages,73,24.6
2021,96002,Shasta,All Ages,73,23.5
2021,96003,Shasta,All Ages,108,29
2021,96007,Shasta,All Ages,60,29
2021,96019,Shasta,All Ages,25,27.9
2021,96021,Tehama,All Ages,44,25.3
2021,96022,Shasta,All Ages,25,17.7
2021,96035,Tehama,All Ages,16,45.3
2021,96055,Tehama,All Ages,22,69.8
2021,96067,Siskiyou,All Ages,14,26.9
2021,96080,Tehama,All Ages,99,36.2
2021,96093,Trinity,All Ages,17,61.3
2021,96097,Siskiyou,All Ages,26,32
2021,96101,Modoc,All Ages,29,62.7
2021,96130,Lassen,All Ages,66,28.5
2021,96150,El Dorado,All Ages,49,16.7
2021,96161,Nevada,All Ages,21,9.9
2022,90001,Los Angeles,All Ages,320,54.5
2022,90002,Los Angeles,All Ages,346,61.2
2022,90003,Los Angeles,All Ages,588,77.2
2022,90004,Los Angeles,All Ages,152,28.6
2022,90005,Los Angeles,All Ages,105,24.4
2022,90006,Los Angeles,All Ages,207,38.1
2022,90007,Los Angeles,All Ages,116,35.9
2022,90008,Los Angeles,All Ages,193,66.1
2022,90011,Los Angeles,All Ages,517,47.9
2022,90012,Los Angeles,All Ages,101,35.8
2022,90013,Los Angeles,All Ages,116,68.9
2022,90014,Los Angeles,All Ages,37,32
2022,90015,Los Angeles,All Ages,70,25.1
2022,90016,Los Angeles,All Ages,267,58.8
2022,90017,Los Angeles,All Ages,123,44
2022,90018,Los Angeles,All Ages,212,40.8
2022,90019,Los Angeles,All Ages,207,35
2022,90020,Los Angeles,All Ages,76,22.3
2022,90021,Los Angeles,All Ages,51,73.1
2022,90022,Los Angeles,All Ages,237,36.7
2022,90023,Los Angeles,All Ages,250,52.9
2022,90024,Los Angeles,All Ages,37,11.9
2022,90025,Los Angeles,All Ages,29,7.2
2022,90026,Los Angeles,All Ages,190,32.7
2022,90027,Los Angeles,All Ages,88,24.1
2022,90028,Los Angeles,All Ages,84,30.1
2022,90029,Los Angeles,All Ages,107,34.4
2022,90031,Los Angeles,All Ages,108,28.8
2022,90032,Los Angeles,All Ages,182,43.3
2022,90033,Los Angeles,All Ages,244,52.4
2022,90034,Los Angeles,All Ages,112,21.5
2022,90035,Los Angeles,All Ages,51,17.4
2022,90036,Los Angeles,All Ages,51,15.1
2022,90037,Los Angeles,All Ages,356,55.3
2022,90038,Los Angeles,All Ages,87,33.3
2022,90039,Los Angeles,All Ages,66,25.8
2022,90040,Los Angeles,All Ages,49,39.3
2022,90041,Los Angeles,All Ages,50,21.3
2022,90042,Los Angeles,All Ages,162,29.6
2022,90043,Los Angeles,All Ages,306,70
2022,90044,Los Angeles,All Ages,697,70
2022,90045,Los Angeles,All Ages,65,18.2
2022,90046,Los Angeles,All Ages,47,13.6
2022,90047,Los Angeles,All Ages,394,79.8
2022,90048,Los Angeles,All Ages,28,13.9
2022,90049,Los Angeles,All Ages,28,8.6
2022,90056,Los Angeles,All Ages,19,24.7
2022,90057,Los Angeles,All Ages,182,42.2
2022,90058,Los Angeles,All Ages,13,32.3
2022,90059,Los Angeles,All Ages,395,90.3
2022,90061,Los Angeles,All Ages,206,75
2022,90062,Los Angeles,All Ages,208,66.3
2022,90063,Los Angeles,All Ages,192,35.4
2022,90064,Los Angeles,All Ages,47,18.9
2022,90065,Los Angeles,All Ages,95,23.2
2022,90066,Los Angeles,All Ages,105,22.7
2022,90068,Los Angeles,All Ages,12,6.3
2022,90094,Los Angeles,All Ages,13,9.9
2022,90201,Los Angeles,All Ages,339,35.2
2022,90212,Los Angeles,All Ages,15,15.6
2022,90220,Los Angeles,All Ages,299,57.4
2022,90221,Los Angeles,All Ages,307,55.1
2022,90222,Los Angeles,All Ages,220,64.9
2022,90230,Los Angeles,All Ages,68,22.3
2022,90232,Los Angeles,All Ages,39,21.2
2022,90240,Los Angeles,All Ages,77,33.5
2022,90241,Los Angeles,All Ages,101,23.5
2022,90242,Los Angeles,All Ages,121,27.9
2022,90245,Los Angeles,All Ages,25,19
2022,90247,Los Angeles,All Ages,240,52.6
2022,90248,Los Angeles,All Ages,33,36.3
2022,90249,Los Angeles,All Ages,127,48.8
2022,90250,Los Angeles,All Ages,416,42.6
2022,90255,Los Angeles,All Ages,276,38.6
2022,90260,Los Angeles,All Ages,110,32.9
2022,90262,Los Angeles,All Ages,278,41.9
2022,90266,Los Angeles,All Ages,48,15.8
2022,90270,Los Angeles,All Ages,56,21.2
2022,90272,Los Angeles,All Ages,18,10.6
2022,90274,Los Angeles,All Ages,14,7.3
2022,90275,Los Angeles,All Ages,38,11.8
2022,90277,Los Angeles,All Ages,44,16.8
2022,90278,Los Angeles,All Ages,63,16.4
2022,90280,Los Angeles,All Ages,288,29.5
2022,90291,Los Angeles,All Ages,41,15.8
2022,90292,Los Angeles,All Ages,42,18.1
2022,90301,Los Angeles,All Ages,158,44.3
2022,90302,Los Angeles,All Ages,147,52
2022,90303,Los Angeles,All Ages,102,42.7
2022,90304,Los Angeles,All Ages,113,39.9
2022,90305,Los Angeles,All Ages,80,60.2
2022,90401,Los Angeles,All Ages,21,24.8
2022,90403,Los Angeles,All Ages,25,12.5
2022,90404,Los Angeles,All Ages,41,19.1
2022,90405,Los Angeles,All Ages,36,16.3
2022,90501,Los Angeles,All Ages,102,23.9
2022,90502,Los Angeles,All Ages,48,28.1
2022,90503,Los Angeles,All Ages,67,16.4
2022,90504,Los Angeles,All Ages,63,23.2
2022,90505,Los Angeles,All Ages,64,19.4
2022,90601,Los Angeles,All Ages,88,28.8
2022,90602,Los Angeles,All Ages,90,36
2022,90603,Los Angeles,All Ages,48,26.5
2022,90604,Los Angeles,All Ages,135,33.1
2022,90605,Los Angeles,All Ages,132,34.7
2022,90606,Los Angeles,All Ages,115,34.9
2022,90620,Orange,All Ages,137,33
2022,90621,Orange,All Ages,126,35.5
2022,90623,Orange,All Ages,30,25.6
2022,90630,Orange,All Ages,92,21.1
2022,90631,Orange,All Ages,174,25.5
2022,90638,Los Angeles,All Ages,111,27
2022,90640,Los Angeles,All Ages,207,34.5
2022,90650,Los Angeles,All Ages,324,32.5
2022,90660,Los Angeles,All Ages,221,36.3
2022,90670,Los Angeles,All Ages,48,30
2022,90680,Orange,All Ages,97,31.4
2022,90701,Los Angeles,All Ages,37,27.7
2022,90703,Los Angeles,All Ages,70,18.6
2022,90704,Los Angeles,All Ages,18,49.4
2022,90706,Los Angeles,All Ages,313,39.9
2022,90710,Los Angeles,All Ages,85,33.9
2022,90712,Los Angeles,All Ages,78,25.1
2022,90713,Los Angeles,All Ages,58,23.1
2022,90715,Los Angeles,All Ages,72,37.5
2022,90716,Los Angeles,All Ages,52,36.4
2022,90717,Los Angeles,All Ages,67,35.6
2022,90720,Orange,All Ages,37,20.6
2022,90723,Los Angeles,All Ages,197,36.7
2022,90731,Los Angeles,All Ages,295,51.3
2022,90732,Los Angeles,All Ages,50,28.3
2022,90740,Orange,All Ages,24,15.3
2022,90744,Los Angeles,All Ages,220,41.1
2022,90745,Los Angeles,All Ages,183,32.9
2022,90746,Los Angeles,All Ages,122,53.3
2022,90755,Los Angeles,All Ages,22,19.4
2022,90802,Los Angeles,All Ages,142,35.4
2022,90803,Los Angeles,All Ages,67,25.2
2022,90804,Los Angeles,All Ages,153,36.6
2022,90805,Los Angeles,All Ages,505,52
2022,90806,Los Angeles,All Ages,201,48.1
2022,90807,Los Angeles,All Ages,93,32.9
2022,90808,Los Angeles,All Ages,74,23
2022,90810,Los Angeles,All Ages,120,31.5
2022,90813,Los Angeles,All Ages,389,80.1
2022,90814,Los Angeles,All Ages,32,23.7
2022,90815,Los Angeles,All Ages,72,21.2
2022,91001,Los Angeles,All Ages,87,27.3
2022,91006,Los Angeles,All Ages,48,16.4
2022,91007,Los Angeles,All Ages,45,16.6
2022,91010,Los Angeles,All Ages,85,37.5
2022,91011,Los Angeles,All Ages,13,8.1
2022,91016,Los Angeles,All Ages,122,31.6
2022,91020,Los Angeles,All Ages,13,18.4
2022,91024,Los Angeles,All Ages,12,11.6
2022,91030,Los Angeles,All Ages,21,8.7
2022,91040,Los Angeles,All Ages,38,18
2022,91042,Los Angeles,All Ages,50,20.6
2022,91101,Los Angeles,All Ages,31,14.8
2022,91103,Los Angeles,All Ages,76,28
2022,91104,Los Angeles,All Ages,73,23.7
2022,91105,Los Angeles,All Ages,18,11.8
2022,91106,Los Angeles,All Ages,32,13.8
2022,91107,Los Angeles,All Ages,44,15.1
2022,91201,Los Angeles,All Ages,45,26
2022,91202,Los Angeles,All Ages,37,21.3
2022,91203,Los Angeles,All Ages,36,24.5
2022,91204,Los Angeles,All Ages,26,15.8
2022,91205,Los Angeles,All Ages,81,25.1
2022,91206,Los Angeles,All Ages,60,19.5
2022,91207,Los Angeles,All Ages,15,16.1
2022,91208,Los Angeles,All Ages,22,15.4
2022,91214,Los Angeles,All Ages,37,14.2
2022,91301,Los Angeles,All Ages,33,14.8
2022,91302,Los Angeles,All Ages,36,15.4
2022,91303,Los Angeles,All Ages,98,32.7
2022,91304,Los Angeles,All Ages,158,32.1
2022,91306,Los Angeles,All Ages,163,33.6
2022,91307,Los Angeles,All Ages,60,24.3
2022,91311,Los Angeles,All Ages,103,30.7
2022,91316,Los Angeles,All Ages,63,24.4
2022,91320,Ventura,All Ages,55,13.4
2022,91321,Los Angeles,All Ages,78,23.8
2022,91324,Los Angeles,All Ages,62,23.6
2022,91325,Los Angeles,All Ages,114,34.7
2022,91326,Los Angeles,All Ages,53,15.6
2022,91331,Los Angeles,All Ages,431,44.2
2022,91335,Los Angeles,All Ages,282,36.6
2022,91340,Los Angeles,All Ages,165,46.2
2022,91342,Los Angeles,All Ages,384,41
2022,91343,Los Angeles,All Ages,234,37.3
2022,91344,Los Angeles,All Ages,111,22.1
2022,91345,Los Angeles,All Ages,80,44
2022,91350,Los Angeles,All Ages,63,15.2
2022,91351,Los Angeles,All Ages,70,21.2
2022,91352,Los Angeles,All Ages,145,31.7
2022,91354,Los Angeles,All Ages,37,12.2
2022,91355,Los Angeles,All Ages,69,18.7
2022,91356,Los Angeles,All Ages,87,31.5
2022,91360,Ventura,All Ages,76,19.9
2022,91361,Ventura,All Ages,13,6.9
2022,91362,Ventura,All Ages,40,11.9
2022,91364,Los Angeles,All Ages,45,19.9
2022,91367,Los Angeles,All Ages,100,23.4
2022,91377,Ventura,All Ages,15,11.4
2022,91381,Los Angeles,All Ages,19,8.8
2022,91384,Los Angeles,All Ages,46,16.9
2022,91387,Los Angeles,All Ages,81,17.1
2022,91390,Los Angeles,All Ages,33,15.9
2022,91401,Los Angeles,All Ages,109,28
2022,91402,Los Angeles,All Ages,300,43
2022,91403,Los Angeles,All Ages,62,25.9
2022,91405,Los Angeles,All Ages,248,49.1
2022,91406,Los Angeles,All Ages,120,20.4
2022,91411,Los Angeles,All Ages,75,28.7
2022,91423,Los Angeles,All Ages,43,14.5
2022,91436,Los Angeles,All Ages,17,14.4
2022,91501,Los Angeles,All Ages,45,25.4
2022,91502,Los Angeles,All Ages,21,21.6
2022,91504,Los Angeles,All Ages,39,16.4
2022,91505,Los Angeles,All Ages,64,20.2
2022,91506,Los Angeles,All Ages,51,27.6
2022,91601,Los Angeles,All Ages,98,25.8
2022,91602,Los Angeles,All Ages,18,13.6
2022,91604,Los Angeles,All Ages,28,10.8
2022,91605,Los Angeles,All Ages,205,39.1
2022,91606,Los Angeles,All Ages,132,31.3
2022,91607,Los Angeles,All Ages,60,20.1
