name,county,acres,long,lat,year,date_end,date_start,days
Rangeland Fire,San Diego,250,-116.902985,33.076239,2018,1/4/2019,8/9/2018,148.00
Santa Cruz Fire,Santa Barbara,258,-119.76576,34.0232,2018,1/3/2019,3/27/2018,282.00
Fox Fire,San Luis Obispo,260,-120.71488,35.33916,2018,1/4/2019,6/26/2018,192.00
Wilson Fire,Tehama,261,-121.43025,40.34256,2018,1/4/2019,9/28/2018,98.00
Recycle Fire,San Diego,265,-116.46674,32.63046,2018,1/4/2019,6/6/2018,212.00
Stoll Fire,Tehama,268,-122.27574,40.18395,2018,1/4/2019,6/23/2018,195.00
Valley Fire,Contra Costa,268,-121.9921,37.94714,2018,1/4/2019,6/29/2018,189.00
Panoche Fire,San Benito,278,-121.0454,36.65351,2018,1/4/2019,7/11/2018,177.00
James Loop Fire,REMOVE,280,-119.82242,39.05391,2018,1/4/2019,7/9/2018,179.00
Skyline Fire,Riverside,282,-117.607577,33.836101,2018,1/4/2019,7/19/2018,169.00
Eastman Fire,Madera,289,-120.002619,37.197039,2018,1/4/2019,8/23/2018,134.00
South Fire,Calaveras,290,-120.872244,38.061298,2018,1/4/2019,8/6/2018,151.00
Alpha Fire,San Diego,300,-117.502405,33.389425,2018,1/4/2019,5/4/2018,245.00
ONeals Fire,Madera,300,-119.623981,37.10181,2018,1/4/2019,6/4/2018,214.00
Flat Fire,Trinity,300,-122.9144,40.60402,2018,1/4/2019,6/28/2018,190.00
Shingle Fire,El Dorado,316,-121.059979,38.539806,2018,1/4/2019,7/4/2018,184.00
Country Fire,Santa Clara,320,-121.88807,37.449425,2018,1/4/2019,7/22/2018,166.00
Bascom Fire,Shasta,328,-122.17457,40.52909,2018,1/4/2019,6/23/2018,195.00
Owens Fire,Inyo,338,-118.970443,37.735461,2018,1/4/2019,7/31/2018,157.00
Oak Fire,Madera,360,-119.68912,37.38789,2018,1/4/2019,9/22/2018,104.00
Pasqual Fire,San Diego,365,-116.91845,33.07892,2018,1/4/2019,7/27/2018,161.00
Call Fire,Kern,367,-118.6525,35.51777778,2018,1/4/2019,8/18/2018,139.00
San Ardo,Monterey,375,-120.86256,35.95515,2018,6/21/2019,6/26/2018,360.00
Hyatt Fire,Lassen,383,-120.45053,40.316137,2018,1/4/2019,6/27/2018,191.00
Metz Fire,Monterey,411,-121.1563,36.35502,2018,1/4/2019,9/13/2018,113.00
Shippee Fire,Butte,460,-121.78208,39.59872,2018,1/4/2019,6/26/2018,192.00
Grant Fire,Alameda,480,-121.60646,37.75646,2018,1/4/2019,7/8/2018,180.00
Grant Fire,Alameda,484,-121.57918,37.75375,2018,1/4/2019,5/30/2018,219.00
River Fire,Tulare,496,-118.7393,35.79012,2018,1/4/2019,8/15/2018,142.00
West Fire,San Diego,504,-116.7311,32.833674,2018,1/4/2019,7/6/2018,182.00
Eastern Fire,San Benito,513,-120.901167,36.378333,2018,1/4/2019,6/4/2018,214.00
June Fire,Butte,550,-121.51707,39.36529,2018,1/4/2019,10/30/2018,66.00
Tulloch Fire,Tuolumne,573,-120.61746,37.83388,2018,1/4/2019,9/8/2018,118.00
Tumbleweed Fire,Lassen,646,-120.36403,40.3768,2018,1/4/2019,6/14/2018,204.00
Sunset Fire,Placer,695,-121.451307,38.82426,2018,1/4/2019,8/1/2018,156.00
Gulch Fire,Monterey,700,-120.82226,36.00912,2018,1/4/2019,8/11/2018,146.00
Eighty Eight Fire,Yolo,822,-121.9938889,38.59694444,2018,1/4/2019,7/18/2018,170.00
Irish Fire,Amador,825,-120.95408,38.42623,2018,1/4/2019,7/6/2018,182.00
Dale Fire,Tehama,856,-121.93908,40.33682,2018,1/4/2019,7/9/2018,179.00
Stoney Fire,Butte,962,-121.76859,39.77124,2018,1/4/2019,7/12/2018,176.00
Eel Fire,Mendocino,972,-123.08489,39.82877,2018,1/4/2019,7/31/2018,157.00
Breckenridge Fire,Kern,993,-118.817934,35.387408,2018,1/4/2019,7/27/2018,161.00
Front Fire,Santa Barbara,1014,-120.0922222,35.11416667,2018,8/29/2018,8/19/2018,10.00
Moffat Fire,Inyo,1065,-118.08449,36.71537,2018,5/21/2018,4/19/2018,32.00
North Fire,Placer,1120,-120.658333,39.268611,2018,1/4/2019,9/3/2018,123.00
Butte Fire,Sutter,1200,-121.792885,39.186144,2018,8/3/2018,7/31/2018,3.00
Upper Colony Fire,REMOVE,1202,-119.416746,38.834395,2018,1/4/2019,6/17/2018,201.00
Patterson Fire,Riverside,1261,-117.05992,33.62924,2018,5/21/2018,5/17/2018,4.00
Airline Fire,San Benito,1314,-120.99322,36.40755,2018,6/14/2018,6/4/2018,10.00
Valley Fire,San Bernardino,1350,-116.958806,34.095568,2018,10/22/2018,7/6/2018,108.00
Stone Fire,Los Angeles,1352,-118.31138,34.5486,2018,6/13/2018,6/4/2018,9.00
Yankee Fire,San Luis Obispo,1500,-120.75593,35.73629,2018,7/1/2018,6/20/2018,11.00
Nurse Fire,Solano,1500,-121.9424,38.21396,2018,11/27/2018,11/8/2018,19.00
Creek Fire,Shasta,1678,-122.42308,40.50318,2018,7/5/2018,6/24/2018,11.00
Kerlin Fire,Trinity,1751,-123.52019,40.616251,2018,9/17/2018,9/4/2018,13.00
Nees Fire,Merced,1756,-120.77206,36.85156,2018,5/17/2018,5/2/2018,15.00
Hat Fire,Shasta,1900,-121.52225,40.99344,2018,8/16/2018,8/9/2018,7.00
Pleasant Fire,Inyo,2070,-118.50235,37.40208,2018,4/3/2018,2/18/2018,44.00
Eagle Fire,Modoc,2100,-120.11461,41.29363,2018,7/17/2018,7/13/2018,4.00
Nelson Fire,Solano,2162,-122.043747,38.431278,2018,8/12/2018,8/10/2018,2.00
Turkey Fire,Monterey,2225,-120.343056,35.847778,2018,8/6/2018,8/6/2018,0.00
Chrome Fire,Glenn,2290,-122.58218,39.64978,2018,6/21/2018,6/9/2018,12.00
Snell Fire,Napa,2490,-122.44468,38.69601,2018,9/15/2018,9/8/2018,7.00
Georges Fire,Inyo,2883,-118.21881,36.6734,2018,7/18/2018,7/8/2018,10.00
Apple Fire,Tehama,2956,-122.3571,39.94355,2018,6/14/2018,6/9/2018,5.00
Five Fire,Kings,2995,-119.98329,35.97896,2018,8/8/2018,8/6/2018,2.00
Tarina Fire,Kern,3156,-118.83556,35.37444,2018,8/6/2018,8/3/2018,3.00
Charlie Fire,Los Angeles,3380,-118.60858,34.48229,2018,10/1/2018,9/22/2018,9.00
Lane Fire,Tehama,3392,-121.77867,40.35068,2018,7/4/2018,6/23/2018,11.00
Mill Creek 1 Fire,Humboldt,3674,-123.688056,41.07944,2018,8/30/2018,8/16/2018,14.00
Sun Fire,Tehama,3889,-122.18,40.22027778,2018,10/12/2018,10/7/2018,5.00
Lions Fire,Madera,4064,-119.118,37.571,2018,10/1/2018,6/11/2018,112.00
Hill Fire,Ventura,4381,-118.93444,34.22685,2018,11/15/2018,11/8/2018,7.00
Planada Fire,Merced,4563,-120.34207,37.39339,2018,6/21/2018,6/15/2018,6.00
Boot Fire,Mono,6974,-119.45186,38.347395,2018,9/15/2018,9/4/2018,11.00
Waverly Fire,San Joaquin,11789,-120.945482,38.052055,2018,7/2/2018,6/29/2018,3.00
Pawnee Fire,Lake,15180,-122.59848,39.0674,2018,7/8/2018,6/23/2018,15.00
Whaleback Fire,Lassen,18703,-120.868091,40.633536,2018,8/7/2018,7/27/2018,11.00
Holy Fire,Orange,23136,-117.52055,33.69888,2018,9/13/2018,8/6/2018,38.00
Donnell Fire,Tuolumne,36450,-119.929,38.349,2018,10/1/2018,8/1/2018,61.00
Klamathon Fire,Siskiyou,38008,-122.534655,41.893332,2018,7/16/2018,7/5/2018,11.00
Natchez Fire,Siskiyou,38134,-123.54642,41.95113,2018,10/30/2018,7/15/2018,107.00
Stone Fire,Modoc,39387,-121.04386,41.38544,2018,8/29/2018,8/15/2018,14.00
Hirz Fire,Shasta,46150,-122.219,40.896,2018,9/12/2018,8/9/2018,34.00
River Fire (Mendocino Complex),"Colusa, Lake, Mendocino",48920,-123.11971,39.04786,2018,9/18/2018,7/27/2018,53.00
Delta Fire,"Shasta, Trinity",63311,-122.43,40.9425,2018,10/7/2018,9/5/2018,32.00
County Fire,"Napa, Yolo",90000,-122.18183,38.80583,2018,7/14/2018,6/30/2018,14.00
Ferguson Fire,Mariposa,96901,-119.88581,37.6549,2018,8/18/2018,7/13/2018,36.00
Woolsey Fire,"Los Angeles, Ventura",96949,-118.70128,34.235,2018,11/22/2018,11/8/2018,14.00
Camp Fire,Butte,153336,-121.4347,39.8134,2018,11/25/2018,11/8/2018,17.00
Carr Fire,"Shasta, Trinity",229651,-122.62357,40.65428,2018,8/30/2018,7/23/2018,38.00
Ranch Fire (Mendocino Complex),"Colusa, Mendocino, Glenn, Lake",410203,-123.103367,39.243283,2018,9/18/2018,7/27/2018,53.00
Long Fire,Nevada,2,-121.0005556,39.40972222,2019,6/28/2019,6/28/2019,0.00
Eagle Fire,Riverside,9,-117.499619,33.827979,2019,10/10/2019,10/10/2019,0.00
Cana Fire,Butte,10,-121.957,39.83958,2019,5/8/2019,4/30/2019,8.00
IronGate Fire,Siskiyou,10,-122.40157,41.94622,2019,6/21/2019,6/16/2019,5.00
Moms Fire,Butte,10,-121.579738,39.423833,2019,07/25/2019,7/23/2019,2.00
Deer Fire,Santa Cruz,10,-122.07743,37.178353,2019,9/6/2019,9/3/2019,3.00
Bailey Fire,Riverside,10,-116.631106,33.496633,2019,9/10/2019,9/10/2019,0.00
Electra Fire,Amador,10,-120.67131,38.332083,2019,9/25/2019,9/25/2019,0.00
Wilson Fire,Mendocino,10,-123.458782,39.613783,2019,10/04/2019,10/4/2019,0.00
Inghram Fire,Tehama,10,-122.160416,39.847708,2019,10/9/2019,10/8/2019,1.00
Fairmont Fire,San Diego,10,-117.097441,32.762706,2019,10/16/2019,10/15/2019,1.00
Mines Fire,Alameda,11,-121.596667,37.545167,2019,9/2/2019,9/2/2019,0.00
Bridge Fire,Stanislaus,11,-120.401028,37.492002,2019,9/13/2019,9/13/2019,0.00
Dales Fire,Tehama,11,-122.070055,40.314187,2019,10/7/2019,10/7/2019,0.00
Beaumont Fire,San Bernardino,11,-117.21545,34.033117,2019,10/22/2019,10/21/2019,1.00
Mayberry Fire,Butte,12,-121.23431,39.32889,2019,6/29/2019,6/29/2019,0.00
Sage Fire,Riverside,12,-116.914799,33.463991,2019,8/27/2019,8/27/2019,0.00
Little Fire,Alameda,12,-121.853,37.606,2019,10/8/2019,10/8/2019,0.00
Carson Fire,El Dorado,13,-120.75664,38.757636,2019,7/31/2019,7/30/2019,1.00
Pauma Fire,San Diego,15,-116.97772,33.30267,2019,6/24/2019,6/10/2019,14.00
Telephone Fire,San Bernardino,15,-117.343833,34.353667,2019,9/6/2019,9/2/2019,4.00
Duzel Fire,Siskiyou,15,-122.740333,41.512917,2019,9/10/2019,9/7/2019,3.00
Nustar Fire,Contra Costa,15,-122.245186,38.045866,2019,10/16/2019,10/15/2019,1.00
Greenstone Fire,El Dorado,16,-120.890556,38.703889,2019,8/14/2019,8/14/2019,0.00
Cow Fire,Shasta,16,-122.039167,40.612556,2019,9/24/2019,9/24/2019,0.00
32 Fire,Butte,17,-121.73659,39.76242,2019,6/24/2019,6/15/2019,9.00
Rocky Fire,Siskiyou,17,-122.35962,41.64895,2019,6/17/2019,6/14/2019,3.00
Mines Fire,Santa Clara,17,-121.534827,37.494136,2019,6/27/2019,6/26/2019,1.00
Foster Fire,San Benito,17,-121.39478,36.732866,2019,9/4/2019,9/4/2019,0.00
Del Fire,Stanislaus,18,-121.336465,37.429506,2019,10/4/2019,10/3/2019,1.00
Carroll Fire,Alameda,19,-121.657011,37.718636,2019,8/31/2019,8/31/2019,0.00
Warren Fire,Riverside,19,-117.033598,33.703546,2019,9/30/2019,9/30/2019,0.00
Sobrante Fire,Riverside,19,-117.461363,33.849906,2019,11/1/2019,11/1/2019,0.00
Nuevo Fire,Riverside,20,-117.15738,33.80493,2019,6/27/2019,6/27/2019,0.00
Gibbel Fire,Riverside,20,-116.953889,33.69055556,2019,7/11/2019,7/11/2019,0.00
Golf Fire,Lake,20,-122.7751,38.99174,2019,8/11/2019,8/8/2019,3.00
Radio Fire,Riverside,20,-117.004667,33.909792,2019,8/12/2019,8/12/2019,0.00
Spring Fire,Colusa,20,-122.309167,39.088333,2019,8/14/2019,8/14/2019,0.00
Preston Fire,Tuolumne,21,-120.420058,37.949747,2019,8/8/2019,8/8/2019,0.00
Border Fire,San Diego,22,-116.8663,32.557566,2019,5/19/2019,5/13/2019,6.00
Mid Fire,Alameda,22,-121.586846,37.093243,2019,7/12/2019,7/12/2019,0.00
Chaparral Fire,El Dorado,22,-120.965105,38.538467,2019,9/29/2019,9/29/2019,0.00
Willow Fire,Contra Costa,23,-121.9763,38.02503,2019,6/11/2019,6/6/2019,5.00
Nelson Fire,Solano,24,-122.12214,38.21416,2019,6/17/2019,6/7/2019,10.00
Fellow Fire,Contra Costa,24,-122.16201,37.99837,2019,7/5/2019,7/5/2019,0.00
Bear Fire,Tulare,25,-118.80582,36.14246,2019,6/11/2019,6/3/2019,8.00
Bikeway Fire,Alameda,25,-121.3697,37.469,2019,7/5/2019,7/5/2019,0.00
Vista Fire,San Diego,25,-116.839743,32.794768,2019,7/18/2019,7/17/2019,1.00
Border 10 Fire,"Mexico, San Diego",25,-116.873955,32.557546,2019,8/28/2019,8/25/2019,3.00
Frame Fire,Fresno,25,-120.634179,36.154184,2019,10/02/2019,9/30/2019,2.00
Grove Fire,Lake,25,-122.604425,38.88913,2019,10/17/2019,10/17/2019,0.00
Foothill Fire,Riverside,26,-117.18194,33.81678,2019,5/24/2019,5/20/2019,4.00
La Barisa Fire,San Bernardino,26,-116.4449,34.202883,2019,8/4/2019,8/3/2019,1.00
Watt Fire,Placer,27,-121.39259,38.75263,2019,6/11/2019,6/7/2019,4.00
Whiskey Fire,Calaveras,27,-120.78068,38.115224,2019,7/20/2019,7/18/2019,2.00
Otay Fire,San Diego,28,-116.9141667,32.62305556,2019,6/30/2019,6/29/2019,1.00
Glass Fire,Lake,28,-122.642572,38.910498,2019,9/5/2019,9/4/2019,1.00
Caliente Fire,Kern,29,-118.623651,35.287373,2019,8/6/2019,8/5/2019,1.00
Point Fire,Santa Clara,29,-121.219163,37.066483,2019,10/7/2019,10/7/2019,0.00
Pilot Fire,Humboldt,30,-123.6755556,40.61805556,2019,1/15/2019,1/1/2019,14.00
Mountain Fire,Alameda,30,-121.57382,37.75427,2019,6/24/2019,6/21/2019,3.00
Ranch Fire,Shasta,30,-122.767256,40.41741,2019,7/6/2019,7/5/2019,1.00
Horse Fire,Shasta,30,-122.435492,40.463936,2019,07/15/2019,7/12/2019,3.00
Gilbert Fire,Shasta,30,-122.25409,40.55924,2019,08/06/2019,8/4/2019,2.00
Mare Fire,Solano,30,-122.2561111,38.07944444,2019,10/03/2019,9/26/2019,7.00
Bitter Fire,San Luis Obispo,30,-120.312856,35.709176,2019,10/11/2019,10/11/2019,0.00
Yokohl Fire,Tulare,33,-118.85712,36.23012,2019,6/4/2019,6/3/2019,1.00
Heavy Range Fire,Yolo,33,-121.423281,39.171091,2019,8/10/2019,8/10/2019,0.00
Yucca Fire,Riverside,34,-116.857817,33.4506,2019,8/23/2019,8/22/2019,1.00
Redwood Fire,Riverside,34,-117.270144,33.854597,2019,09/12/2019,9/12/2019,0.00
Calaveras Fire,Santa Clara,35,-121.84082,37.44422,2019,6/17/2019,6/10/2019,7.00
Rains Fire,Stanislaus,35,-121.371276,37.420988,2019,7/18/2019,7/18/2019,0.00
Community Fire,Siskiyou,35,-122.845,41.838,2019,NA,7/27/2019,NA
Patterson Fire,El Dorado,35,-120.826165,38.652475,2019,8/16/2019,8/15/2019,1.00
Jamieson Fire,Santa Clara,35,-121.45597,37.034183,2019,08/25/2019,8/25/2019,0.00
Mines Fire,Alameda,35,-121.68598,37.62782,2019,10/27/2019,10/24/2019,3.00
Miller Fire,San Diego,37,-117.027333,33.259861,2019,10/27/2019,10/25/2019,2.00
Far Fire,Yuba,38,-121.35014,39.06066,2019,07/08/2019,7/6/2019,2.00
Merrill Fire,Contra Costa,40,-122.103867,37.828267,2019,10/10/2019,10/10/2019,0.00
Plains Fire,Shasta,42,-122.19911,40.4988,2019,10/10/2019,10/10/2019,0.00
Palisades Fire,Los Angeles,42,-118.554091,34.055768,2019,10/31/2019,10/21/2019,10.00
Ardo Fire,Monterey,43,-120.88241,35.97059,2019,6/17/2019,6/12/2019,5.00
Flood Fire,San Joaquin,44,-120.945044,38.017138,2019,9/5/2019,9/5/2019,0.00
Diversion Fire,Riverside,45,-114.57265,33.69078,2019,6/3/2019,5/30/2019,4.00
Paskenta Fire,Tehama,46,-122.48277,39.97083,2019,6/24/2019,6/22/2019,2.00
Lower Fire,Shasta,46,-122.54364,40.46968,2019,8/13/2019,8/12/2019,1.00
Springs Fire,Tulare,47,-118.94106,35.89593,2019,6/11/2019,6/10/2019,1.00
Aborn Fire,Santa Clara,47,-121.7644444,37.32555556,2019,7/15/2019,7/15/2019,0.00
Meridian Fire,Butte,50,-121.905,39.85484,2019,5/8/2019,5/1/2019,7.00
Ink Fire,Napa,50,-122.47282,38.63047,2019,6/17/2019,6/8/2019,9.00
Prairie Fire,Sacramento,50,-121.114095,38.622058,2019,8/2/2019,8/2/2019,0.00
Forest Fire,Contra Costa,50,-122.11092,37.97911,2019,10/28/2019,10/27/2019,1.00
Copper Fire,San Diego,50,-116.834583,32.564583,2019,11/01/2019,10/31/2019,1.00
Willow Fire,San Diego,52,-116.88,32.87833333,2019,9/25/2019,9/25/2019,0.00
Ranch Fire,San Luis Obispo,52,-120.1755,35.189783,2019,10/24/2019,10/1/2019,23.00
Oak Fire,Lake,53,-122.833831,38.955024,2019,9/8/2019,9/7/2019,1.00
66 Fire,Riverside,55,-116.1466,33.57039,2019,6/24/2019,5/29/2019,26.00
Horse Fire,Lassen,55,-120.304341,40.387772,2019,10/16/2019,10/13/2019,3.00
Sellers Fire,Contra Costa,58,-121.678172,37.968494,2019,09/26/2019,8/7/2019,50.00
Forbestown Fire,Butte,58,-121.412333,39.470333,2019,9/12/2019,9/6/2019,6.00
Bayliss Fire,Santa Clara,60,-121.761974,37.219717,2019,08/17/2019,8/15/2019,2.00
Cabrillo Fire,San Mateo,62,-122.361112,37.166674,2019,10/27/2019,10/24/2019,3.00
Paskenta Fire,Tehama,63,-122.30737,39.98097,2019,5/24/2019,5/20/2019,4.00
Elk Fire,Glenn,63,-123.4375,41.70611111,2019,10/4/2019,10/3/2019,1.00
Canyon Fire,Napa,64,-122.143942,38.481258,2019,08/02/2019,7/22/2019,11.00
Sugar Fire,Placer,65,-120.76088,39.11536,2019,5/24/2019,5/10/2019,14.00
Jolon Fire,Monterey,66,-120.992914,35.906482,2019,9/2/2019,9/1/2019,1.00
Lynette Fire,Calaveras,67,-120.827386,38.20177,2019,09/22/2019,9/22/2019,0.00
Muir Fire,Marin,67,-122.636471,37.896231,2019,11/21/2019,10/24/2019,28.00
Corning Fire,Tehama,68,-122.1604,39.847708,2019,10/9/2019,10/9/2019,0.00
Levee Fire,Yuba,70,-121.56363,39.15641,2019,6/17/2019,6/8/2019,9.00
Coyote Fire,Santa Clara,74,-121.694968,37.18904,2019,7/2/2019,7/2/2019,0.00
Wolf Fire,Riverside,75,-116.897333,33.8615,2019,10/12/2019,10/10/2019,2.00
Johnson Fire,Riverside,75,-116.05898,33.45148,2019,10/16/2019,10/14/2019,2.00
Eagle Fire,Lake,75,-122.496548,39.100408,2019,11/6/2019,11/5/2019,1.00
Scott Fire,Yuba,80,-121.32399,39.24678,2019,6/25/2019,6/25/2019,0.00
Scott Fire,Yuba,80,-121.32399,39.24678,2019,6/24/2019,6/24/2019,0.00
Lincoln Fire,Riverside,80,-116.07896,33.56938,2019,7/17/2019,7/12/2019,5.00
Sweigert Fire,Santa Clara,80,-121.807258,37.433192,2019,08/02/2019,7/24/2019,9.00
Border 9 Fire,San Diego,80,-116.760465,32.57394,2019,8/16/2019,8/15/2019,1.00
Ivy Fire,Riverside,80,-117.487578,33.77777348,2019,8/25/2019,8/25/2019,0.00
Nelson Fire,Butte,80,-121.800538,39.551423,2019,10/24/2019,10/24/2019,0.00
Meadow Fire,Riverside,81,-116.7884,33.514658,2019,7/17/2019,7/16/2019,1.00
Milpas Fire,San Bernardino,81,-117.10318,34.42386,2019,07/25/2019,7/22/2019,3.00
Timm Fire,Solano,81,-121.969167,38.455,2019,8/13/2019,8/13/2019,0.00
Tree Fire,Siskiyou,83,-122.656569,41.834366,2019,08/01/2019,7/27/2019,5.00
Tulloch Fire,Tuolumne,83,-120.625556,37.838333,2019,9/24/2019,9/23/2019,1.00
Browns Fire,Sacramento,84,-121.123611,38.3525,2019,8/2/2019,8/2/2019,0.00
Country Fire,El Dorado,85,-120.946657,38.898915,2019,9/6/2019,9/3/2019,3.00
Trinity Fire,Shasta,90,-122.66779,40.41404,2019,6/26/2019,6/26/2019,0.00
Whiskey Fire,San Joaquin,90,-121.468074,37.962557,2019,07/18/2019,7/16/2019,2.00
Bar Fire,Siskiyou,91,-123.000833,41.749667,2019,10/02/2019,9/15/2019,17.00
Wendy Fire,Ventura,91,-118.950833,34.156389,2019,10/14/2019,10/10/2019,4.00
Toro Fire,Riverside,94,-117.333728,33.740219,2019,8/6/2019,8/5/2019,1.00
Thompson Fire,San Luis Obispo,95,-120.435278,35.004722,2019,07/25/2019,7/24/2019,1.00
Orange fire,Riverside,96,-117.1228851,33.8128372,2019,7/13/2019,7/13/2019,0.00
Sawday Fire,San Diego,97,-116.742508,33.055124,2019,10/28/2019,10/25/2019,3.00
Kennedy Fire,Riverside,98,-117.170588,33.900994,2019,9/22/2019,9/21/2019,1.00
Border Fire,San Diego,100,-116.7525,32.566389,2019,7/15/2019,7/12/2019,3.00
Range Fire,Santa Barbara,100,-119.94974,34.665699,2019,8/5/2019,7/28/2019,8.00
Meadow Fire (Not a CAL FIRE incident),Modoc,103,-120.23976,41.43783,2019,8/2/2019,8/2/2019,0.00
3-2 Willow (Previously H-1 Fire),Lassen,107,-121.320838,40.900458,2019,10/02/2019,8/7/2019,56.00
Woody Fire,Kern,115,-118.92545,35.65189,2019,5/8/2019,4/30/2019,8.00
Bitter Fire,San Luis Obispo,120,-120.11738,35.57376,2019,6/11/2019,6/10/2019,1.00
Weisgarber Fire,San Diego,120,-117.29665,33.39684,2019,6/21/2019,6/20/2019,1.00
Hill Fire,Fresno,121,-119.3046,36.66909,2019,6/5/2019,5/29/2019,7.00
Goose 2 Fire,Modoc,128,-120.306,41.909,2019,7/20/2019,7/17/2019,3.00
Reservoir Fire,Santa Clara,128,-121.842751,37.467744,2019,9/24/2019,9/21/2019,3.00
Shady Fire,Riverside,130,-116.172534,33.650237,2019,5/24/2019,5/18/2019,6.00
Usal Fire,Mendocino,130,-123.846013,39.831762,2019,NA,7/27/2019,NA
R-1 Fire,Lassen,130,-120.336977,40.886677,2019,09/26/2019,8/7/2019,50.00
South Fire,Ventura,131,-118.96,34.366111,2019,7/15/2019,7/14/2019,1.00
Horse Fire,Lassen,131,-120.544,40.562,2019,8/27/2019,8/24/2019,3.00
Mud Fire,Fresno,137,-120.460189,36.319291,2019,10/19/2019,10/18/2019,1.00
Patterson Fire,Alameda,139,-121.55867,37.71734,2019,8/21/2019,8/21/2019,0.00
Glencove Fire,Solano,140,-122.22463,38.07205,2019,10/28/2019,10/27/2019,1.00
Canyon Fire,Santa Clara,144,-121.22093,37.45899,2019,6/11/2019,5/30/2019,12.00
Old Water Fire,San Bernardino,145,-117.274276,34.183624,2019,11/01/2019,10/24/2019,8.00
Dyer Fire,Placer,148,-121.39419,38.73817,2019,6/27/2019,6/26/2019,1.00
Valley Fire,Mariposa,149,-120.027731,37.241427,2019,07/25/2019,7/21/2019,4.00
Dehesa Fire,San Diego,150,-116.796032,32.767649,2019,08/02/2019,7/28/2019,5.00
Sky Fire,Contra Costa,150,-122.2241,38.03545,2019,10/28/2019,10/27/2019,1.00
Spruce Fire,Tulare,155,-119.10974,36.28001,2019,6/11/2019,6/1/2019,10.00
Star Fire,San Bernardino,156,-117.769766,33.997528,2019,08/01/2019,7/28/2019,4.00
Five Fire,Los Angeles,156,-118.752395,34.677864,2019,8/5/2019,8/3/2019,2.00
Cottage Fire,Shasta,156,-122.159393,40.484329,2019,8/17/2019,8/15/2019,2.00
York Fire,Kings,161,-120.09715,35.81778,2019,6/24/2019,4/28/2019,57.00
Antelope Fire,San Benito,167,-120.8405,36.600167,2019,9/3/2019,9/2/2019,1.00
Bautista Fire,Riverside,167,-116.801111,33.635,2019,9/22/2019,9/15/2019,7.00
Vulcan Fire,Kern,172,-119.19454,35.03855,2019,5/8/2019,5/3/2019,5.00
Marshview Fire,Solano,183,-122.118889,38.158333,2019,08/02/2019,7/24/2019,9.00
Sargent Fire,Monterey,190,-120.8092,35.95191,2019,7/10/2019,7/9/2019,1.00
Stuhr Fire,Stanislaus,190,-121.110146,37.32585,2019,09/11/2019,9/11/2019,0.00
Doyle Fire,Lassen,193,-120.158273,40.072739,2019,7/16/2019,7/14/2019,2.00
McMurray Fire,Santa Barbara,200,-120.187368,34.630919,2019,9/14/2019,9/9/2019,5.00
Dehesa Fire,San Diego,200,-116.806941,32.787656,2019,10/02/2019,9/24/2019,8.00
Olivas Fire,Ventura,200,-119.20187,34.23955,2019,10/12/2019,10/11/2019,1.00
Cypress Complex,Contra Costa,200,-121.64118,37.99136,2019,10/28/2019,10/27/2019,1.00
Hillside Fire,San Bernardino,200,-117.285,34.183,2019,11/5/2019,10/31/2019,5.00
Milton Fire,Stanislaus,202,-120.84372,37.944751,2019,7/16/2019,7/15/2019,1.00
Lumgrey Fire,Siskiyou,207,-121.85906,39.28926,2019,6/24/2019,6/17/2019,7.00
Tejon Fire,Kern,208,-118.9183333,34.9008333,2019,07/25/2019,7/21/2019,4.00
Malech Fire,Santa Clara,210,-121.70768,37.21638,2019,6/11/2019,6/9/2019,2.00
Merced Fire,Merced,210,-120.242411,37.312877,2019,7/2/2019,6/29/2019,3.00
Madera Fire,Madera,213,-119.934167,37.016944,2019,7/16/2019,7/15/2019,1.00
Wolf Fire,Riverside,214,-116.980528,33.911,2019,6/30/2019,6/29/2019,1.00
Lopez Fire,San Luis Obispo,220,-120.455883,35.214364,2019,9/27/2019,9/21/2019,6.00
Moose Fire,Mendocino,225,-123.195306,39.005262,2019,8/17/2019,8/12/2019,5.00
Kidder 2 Fire,Siskiyou,227,-123.2129356,41.4929742,2019,9/26/2019,9/7/2019,19.00
Harte Fire,Alameda,240,-121.841879,37.708743,2019,08/12/2019,8/9/2019,3.00
Lake Fire,Mariposa,244,-120.296551,37.524378,2019,07/15/2019,7/8/2019,7.00
Henthorne Fire,Trinity,244,-123.222196,40.062304,2019,9/18/2019,9/5/2019,13.00
Sycamore Fire,Riverside,250,-117.3063,33.9369,2019,9/8/2019,9/7/2019,1.00
Citrus Fire,Tulare,257,-118.99229,36.18479,2019,6/11/2019,6/2/2019,9.00
R-6 Fire,Lassen,260,-120.606,44.734,2019,9/11/2019,9/6/2019,5.00
Snowstorm Fire,Lassen,263,-120.392768,40.679318,2019,7/6/2019,7/5/2019,1.00
Snail Fire,Ventura,279,-119.3547,34.71011,2019,9/5/2019,9/1/2019,4.00
Mill Fire,Monterey,280,-121.466944,36.008889,2019,8/12/2019,7/30/2019,13.00
Rams Horn Fire,Trinity,280,-122.634108,41.150392,2019,9/12/2019,9/7/2019,5.00
Hollow Fire,San Joaquin,283,-121.538382,37.63206,2019,7/5/2019,7/3/2019,2.00
Cross Fire,"Monterey, San Luis Obispo",289,-120.73102,35.79069,2019,10/11/2019,10/9/2019,2.00
